Country Name,Indicator Name,Year,Value
"Bahamas, The",女生全癌死亡率,1992,15
Belgium,女生全癌死亡率,1987,12
Azerbaijan,女生全癌死亡率,1992,13
Caribbean small states,女生全癌死亡率,1987,12
Mexico,女生全癌死亡率,1982,4
Germany,女生全癌死亡率,1972,11
Middle income,女生全癌死亡率,1992,10
"Bahamas, The",女生全癌死亡率,1977,13
Trinidad and Tobago,女生全癌死亡率,1987,5
Middle East & North Africa (excluding high income),女生全癌死亡率,1992,9
Middle East & North Africa (IDA & IBRD countries),女生全癌死亡率,1992,10
IBRD only,女生全癌死亡率,1992,9
"Iran, Islamic Rep.",女生全癌死亡率,1982,7
Thailand,女生全癌死亡率,1982,8
Tunisia,女生全癌死亡率,2002,13
Myanmar,女生全癌死亡率,1987,9
Morocco,女生全癌死亡率,2002,10
Upper middle income,女生全癌死亡率,1987,8
Norway,女生全癌死亡率,1987,6
Belize,女生全癌死亡率,2007,8
Singapore,女生全癌死亡率,2007,3
Sub-Saharan Africa,女生全癌死亡率,1992,12
Sub-Saharan Africa (IDA & IBRD countries),女生全癌死亡率,1992,10
Sub-Saharan Africa (excluding high income),女生全癌死亡率,1992,15
Cyprus,女生全癌死亡率,1982,12
Iceland,女生全癌死亡率,1997,11
Greece,女生全癌死亡率,1982,6
"Iran, Islamic Rep.",女生全癌死亡率,1987,7
Cyprus,女生全癌死亡率,1977,11
Romania,女生全癌死亡率,1982,12
Singapore,女生全癌死亡率,1997,7
Sub-Saharan Africa (excluding high income),女生全癌死亡率,1997,7
Sub-Saharan Africa,女生全癌死亡率,1997,5
Sub-Saharan Africa (IDA & IBRD countries),女生全癌死亡率,1997,7
Kuwait,女生全癌死亡率,2007,15
Euro area,女生全癌死亡率,1977,11
Middle East & North Africa (excluding high income),女生全癌死亡率,1982,5
Middle East & North Africa (IDA & IBRD countries),女生全癌死亡率,1982,14
Morocco,女生全癌死亡率,1997,9
Jordan,女生全癌死亡率,1982,10
Israel,女生全癌死亡率,1997,15
East Asia & Pacific (excluding high income),女生全癌死亡率,1987,8
East Asia & Pacific (IDA & IBRD countries),女生全癌死亡率,1987,3
IDA & IBRD total,女生全癌死亡率,2007,14
Croatia,女生全癌死亡率,2007,12
Mauritius,女生全癌死亡率,1997,9
"Bahamas, The",女生全癌死亡率,2002,12
Algeria,女生全癌死亡率,1982,15
Portugal,女生全癌死亡率,1992,13
St. Kitts and Nevis,女生全癌死亡率,1992,5
Low & middle income,女生全癌死亡率,2007,13
Guyana,女生全癌死亡率,1977,9
Tunisia,女生全癌死亡率,1992,9
Cabo Verde,女生全癌死亡率,2002,7
Nicaragua,女生全癌死亡率,1982,12
Middle income,女生全癌死亡率,2007,9
Netherlands,女生全癌死亡率,1982,12
East Asia & Pacific,女生全癌死亡率,1967,3
Late-demographic dividend,女生全癌死亡率,1997,13
Nicaragua,女生全癌死亡率,2002,13
Dominica,女生全癌死亡率,1997,8
IDA & IBRD total,女生全癌死亡率,2002,12
Upper middle income,女生全癌死亡率,1992,12
Eritrea,女生全癌死亡率,1997,14
IBRD only,女生全癌死亡率,2007,10
Singapore,女生全癌死亡率,2002,11
Singapore,女生全癌死亡率,1987,10
Austria,女生全癌死亡率,1977,7
Nicaragua,女生全癌死亡率,1997,10
Syrian Arab Republic,女生全癌死亡率,1982,15
Low & middle income,女生全癌死亡率,2002,7
Mauritius,女生全癌死亡率,2002,8
Sub-Saharan Africa (excluding high income),女生全癌死亡率,2007,7
Sub-Saharan Africa,女生全癌死亡率,2007,3
Sub-Saharan Africa (IDA & IBRD countries),女生全癌死亡率,2007,11
Zimbabwe,女生全癌死亡率,1987,8
Canada,女生全癌死亡率,1977,9
Greece,女生全癌死亡率,1997,8
Australia,女生全癌死亡率,1992,9
Middle income,女生全癌死亡率,2002,9
St. Kitts and Nevis,女生全癌死亡率,1997,10
Hungary,女生全癌死亡率,2007,3
Brazil,女生全癌死亡率,2002,3
St. Lucia,女生全癌死亡率,1997,8
European Union,女生全癌死亡率,1982,8
Kuwait,女生全癌死亡率,1987,15
Cyprus,女生全癌死亡率,1987,12
World,女生全癌死亡率,1962,13
Lebanon,女生全癌死亡率,1992,14
Jordan,女生全癌死亡率,1997,8
Grenada,女生全癌死亡率,2007,15
Germany,女生全癌死亡率,1977,5
Europe & Central Asia,女生全癌死亡率,1982,3
Japan,女生全癌死亡率,1962,13
"Egypt, Arab Rep.",女生全癌死亡率,1997,7
Seychelles,女生全癌死亡率,2007,15
IBRD only,女生全癌死亡率,2002,3
Small states,女生全癌死亡率,2007,5
"Macao SAR, China",女生全癌死亡率,1997,5
Grenada,女生全癌死亡率,2002,6
St. Lucia,女生全癌死亡率,2002,7
Italy,女生全癌死亡率,1967,13
Upper middle income,女生全癌死亡率,2007,13
Antigua and Barbuda,女生全癌死亡率,2007,10
"Egypt, Arab Rep.",女生全癌死亡率,1992,4
Liberia,女生全癌死亡率,1992,10
Middle East & North Africa (excluding high income),女生全癌死亡率,1987,14
Middle East & North Africa (IDA & IBRD countries),女生全癌死亡率,1987,14
Montenegro,女生全癌死亡率,2007,4
Portugal,女生全癌死亡率,1987,6
Philippines,女生全癌死亡率,1997,6
Portugal,女生全癌死亡率,1977,10
Barbados,女生全癌死亡率,2002,14
Luxembourg,女生全癌死亡率,1997,4
Seychelles,女生全癌死亡率,1997,13
China,女生全癌死亡率,1987,4
Maldives,女生全癌死亡率,1982,4
Netherlands,女生全癌死亡率,1987,14
Greece,女生全癌死亡率,1992,7
France,女生全癌死亡率,1982,8
Slovenia,女生全癌死亡率,2007,8
Zambia,女生全癌死亡率,1982,15
World,女生全癌死亡率,1967,3
East Asia & Pacific (excluding high income),女生全癌死亡率,1992,4
East Asia & Pacific (IDA & IBRD countries),女生全癌死亡率,1992,12
Antigua and Barbuda,女生全癌死亡率,1997,8
OECD members,女生全癌死亡率,1962,5
Kuwait,女生全癌死亡率,2002,3
Italy,女生全癌死亡率,1987,11
Upper middle income,女生全癌死亡率,2002,12
Other small states,女生全癌死亡率,2007,14
High income,女生全癌死亡率,1962,14
Panama,女生全癌死亡率,2007,9
Ukraine,女生全癌死亡率,1992,11
Latvia,女生全癌死亡率,2007,6
Australia,女生全癌死亡率,1997,12
Italy,女生全癌死亡率,1982,4
Jordan,女生全癌死亡率,2002,4
Post-demographic dividend,女生全癌死亡率,1962,15
Syrian Arab Republic,女生全癌死亡率,1987,6
South Africa,女生全癌死亡率,1982,8
South Africa,女生全癌死亡率,1967,12
Spain,女生全癌死亡率,1972,14
Euro area,女生全癌死亡率,1982,14
"Egypt, Arab Rep.",女生全癌死亡率,2007,14
Grenada,女生全癌死亡率,1997,13
Chile,女生全癌死亡率,2002,5
Antigua and Barbuda,女生全癌死亡率,2002,3
World,女生全癌死亡率,1977,14
Chile,女生全癌死亡率,2007,6
Italy,女生全癌死亡率,1997,13
Ireland,女生全癌死亡率,1997,10
Panama,女生全癌死亡率,2002,12
Morocco,女生全癌死亡率,2007,9
Thailand,女生全癌死亡率,1987,7
Israel,女生全癌死亡率,1992,9
European Union,女生全癌死亡率,1987,14
Portugal,女生全癌死亡率,1997,15
United Kingdom,女生全癌死亡率,1987,13
Greece,女生全癌死亡率,1987,12
OECD members,女生全癌死亡率,1967,15
Jamaica,女生全癌死亡率,1982,15
Finland,女生全癌死亡率,1992,11
Europe & Central Asia,女生全癌死亡率,1987,3
Brazil,女生全癌死亡率,2007,10
Late-demographic dividend,女生全癌死亡率,1992,10
Luxembourg,女生全癌死亡率,1987,9
Israel,女生全癌死亡率,2002,4
South Africa,女生全癌死亡率,1977,7
Kuwait,女生全癌死亡率,1997,6
High income,女生全癌死亡率,1967,3
"Bahamas, The",女生全癌死亡率,2007,6
World,女生全癌死亡率,1972,9
Vietnam,女生全癌死亡率,2007,9
New Zealand,女生全癌死亡率,1992,6
Pacific island small states,女生全癌死亡率,2007,9
Euro area,女生全癌死亡率,1987,13
Chile,女生全癌死亡率,1982,10
Israel,女生全癌死亡率,2007,10
Post-demographic dividend,女生全癌死亡率,1967,3
Jordan,女生全癌死亡率,1992,3
St. Kitts and Nevis,女生全癌死亡率,2002,13
Canada,女生全癌死亡率,1987,11
Spain,女生全癌死亡率,1977,7
Estonia,女生全癌死亡率,2007,7
Uruguay,女生全癌死亡率,1982,12
France,女生全癌死亡率,1987,11
China,女生全癌死亡率,1992,7
South Africa,女生全癌死亡率,1972,11
Japan,女生全癌死亡率,1967,14
Germany,女生全癌死亡率,1982,10
Malaysia,女生全癌死亡率,1982,12
Canada,女生全癌死亡率,1982,4
Fiji,女生全癌死亡率,2002,15
Romania,女生全癌死亡率,1987,14
Portugal,女生全癌死亡率,1982,3
Austria,女生全癌死亡率,1982,6
Late-demographic dividend,女生全癌死亡率,2007,12
Malta,女生全癌死亡率,1992,3
Hungary,女生全癌死亡率,1992,10
Barbados,女生全癌死亡率,2007,15
Luxembourg,女生全癌死亡率,1982,11
South Africa,女生全癌死亡率,1987,7
Italy,女生全癌死亡率,2002,11
High income,女生全癌死亡率,1977,8
Germany,女生全癌死亡率,1987,14
Guyana,女生全癌死亡率,2002,10
OECD members,女生全癌死亡率,1972,6
Luxembourg,女生全癌死亡率,2002,15
Mauritius,女生全癌死亡率,2007,9
High income,女生全癌死亡率,1972,5
Algeria,女生全癌死亡率,1987,15
OECD members,女生全癌死亡率,1977,9
Late-demographic dividend,女生全癌死亡率,2002,8
World,女生全癌死亡率,1982,15
Jordan,女生全癌死亡率,1987,5
Italy,女生全癌死亡率,1992,13
Liberia,女生全癌死亡率,1997,4
Post-demographic dividend,女生全癌死亡率,1972,7
Netherlands,女生全癌死亡率,1992,7
Post-demographic dividend,女生全癌死亡率,1977,14
"Egypt, Arab Rep.",女生全癌死亡率,1987,15
Chile,女生全癌死亡率,1987,11
Spain,女生全癌死亡率,1992,10
Greece,女生全癌死亡率,2002,9
Italy,女生全癌死亡率,1972,7
Libya,女生全癌死亡率,1992,8
Italy,女生全癌死亡率,1977,7
Europe & Central Asia,女生全癌死亡率,1992,10
European Union,女生全癌死亡率,1992,4
Spain,女生全癌死亡率,1987,14
France,女生全癌死亡率,1997,9
Finland,女生全癌死亡率,2007,13
Europe & Central Asia,女生全癌死亡率,1997,15
Australia,女生全癌死亡率,2002,6
Spain,女生全癌死亡率,1997,8
New Zealand,女生全癌死亡率,1997,6
China,女生全癌死亡率,1997,9
Uruguay,女生全癌死亡率,2002,9
France,女生全癌死亡率,2002,3
France,女生全癌死亡率,1992,12
Suriname,女生全癌死亡率,1992,13
Euro area,女生全癌死亡率,1992,15
Norway,女生全癌死亡率,2002,4
North America,女生全癌死亡率,1962,6
"Egypt, Arab Rep.",女生全癌死亡率,2002,15
Iceland,女生全癌死亡率,2002,13
"Egypt, Arab Rep.",女生全癌死亡率,1982,14
East Asia & Pacific (excluding high income),女生全癌死亡率,1997,10
East Asia & Pacific (IDA & IBRD countries),女生全癌死亡率,1997,14
European Union,女生全癌死亡率,1997,9
Spain,女生全癌死亡率,1982,8
Thailand,女生全癌死亡率,1992,10
United Kingdom,女生全癌死亡率,1992,15
Germany,女生全癌死亡率,1992,9
Ireland,女生全癌死亡率,2002,3
High income,女生全癌死亡率,1982,12
St. Lucia,女生全癌死亡率,2007,9
United States,女生全癌死亡率,1962,11
Kuwait,女生全癌死亡率,1992,3
OECD members,女生全癌死亡率,1982,11
Sweden,女生全癌死亡率,2002,11
United Kingdom,女生全癌死亡率,1997,15
Euro area,女生全癌死亡率,1997,11
Belgium,女生全癌死亡率,2007,8
Post-demographic dividend,女生全癌死亡率,1982,14
New Zealand,女生全癌死亡率,2002,11
North America,女生全癌死亡率,1967,8
Belgium,女生全癌死亡率,2002,11
Malaysia,女生全癌死亡率,2007,14
North America,女生全癌死亡率,1977,4
Austria,女生全癌死亡率,1987,5
Europe & Central Asia,女生全癌死亡率,2002,11
Israel,女生全癌死亡率,1977,9
Switzerland,女生全癌死亡率,1967,9
Switzerland,女生全癌死亡率,1962,10
Canada,女生全癌死亡率,1992,11
Greece,女生全癌死亡率,2007,4
Luxembourg,女生全癌死亡率,1992,14
East Asia & Pacific (excluding high income),女生全癌死亡率,2007,7
East Asia & Pacific (IDA & IBRD countries),女生全癌死亡率,2007,10
United States,女生全癌死亡率,1977,8
United States,女生全癌死亡率,1967,4
North America,女生全癌死亡率,1972,11
Jordan,女生全癌死亡率,2007,9
Norway,女生全癌死亡率,2007,3
Guyana,女生全癌死亡率,1997,10
European Union,女生全癌死亡率,2002,3
Malaysia,女生全癌死亡率,1992,13
Euro area,女生全癌死亡率,2002,8
North America,女生全癌死亡率,1982,13
Netherlands,女生全癌死亡率,1997,10
St. Kitts and Nevis,女生全癌死亡率,2007,4
Malta,女生全癌死亡率,1997,5
Lebanon,女生全癌死亡率,1997,5
Canada,女生全癌死亡率,1997,5
United States,女生全癌死亡率,1982,15
Austria,女生全癌死亡率,1992,6
East Asia & Pacific,女生全癌死亡率,1977,6
Austria,女生全癌死亡率,2002,11
United States,女生全癌死亡率,1972,9
South Africa,女生全癌死亡率,1992,12
"Hong Kong SAR, China",女生全癌死亡率,1992,9
Fiji,女生全癌死亡率,2007,13
Spain,女生全癌死亡率,2002,10
Germany,女生全癌死亡率,2007,14
Malta,女生全癌死亡率,2002,14
Bulgaria,女生全癌死亡率,1992,5
Thailand,女生全癌死亡率,2002,10
Eritrea,女生全癌死亡率,2007,12
"Hong Kong SAR, China",女生全癌死亡率,2007,6
Israel,女生全癌死亡率,1987,3
Austria,女生全癌死亡率,2007,14
Thailand,女生全癌死亡率,2007,10
World,女生全癌死亡率,1987,14
Italy,女生全癌死亡率,2007,14
East Asia & Pacific (excluding high income),女生全癌死亡率,2002,11
East Asia & Pacific (IDA & IBRD countries),女生全癌死亡率,2002,8
China,女生全癌死亡率,2007,6
East Asia & Pacific,女生全癌死亡率,1972,6
Switzerland,女生全癌死亡率,1982,4
Austria,女生全癌死亡率,1997,11
United Kingdom,女生全癌死亡率,2002,3
Seychelles,女生全癌死亡率,2002,10
Europe & Central Asia,女生全癌死亡率,2007,14
Sweden,女生全癌死亡率,2007,11
Brazil,女生全癌死亡率,1992,10
Cyprus,女生全癌死亡率,1992,7
Malta,女生全癌死亡率,2007,9
Eritrea,女生全癌死亡率,2002,3
Germany,女生全癌死亡率,1997,5
High income,女生全癌死亡率,1987,5
Malaysia,女生全癌死亡率,1987,6
OECD members,女生全癌死亡率,1987,6
World,女生全癌死亡率,1992,7
"Korea, Rep.",女生全癌死亡率,2002,12
South Africa,女生全癌死亡率,1997,11
Post-demographic dividend,女生全癌死亡率,1987,9
Portugal,女生全癌死亡率,2002,12
France,女生全癌死亡率,2007,15
New Zealand,女生全癌死亡率,2007,12
Germany,女生全癌死亡率,2002,12
World,女生全癌死亡率,1997,5
Euro area,女生全癌死亡率,2007,12
"Hong Kong SAR, China",女生全癌死亡率,2002,3
East Asia & Pacific,女生全癌死亡率,1982,11
North America,女生全癌死亡率,1987,5
Belgium,女生全癌死亡率,1997,10
European Union,女生全癌死亡率,2007,5
China,女生全癌死亡率,2002,5
Belgium,女生全癌死亡率,1992,11
OECD members,女生全癌死亡率,1992,8
"Korea, Rep.",女生全癌死亡率,2007,8
Malaysia,女生全癌死亡率,2002,7
Netherlands,女生全癌死亡率,2002,3
High income,女生全癌死亡率,1992,6
United States,女生全癌死亡率,1987,9
Suriname,女生全癌死亡率,1987,10
Switzerland,女生全癌死亡率,1987,6
Australia,女生全癌死亡率,2007,15
Post-demographic dividend,女生全癌死亡率,1992,15
Canada,女生全癌死亡率,2007,7
North America,女生全癌死亡率,1992,7
Denmark,女生全癌死亡率,2002,4
Cyprus,女生全癌死亡率,1997,9
United States,女生全癌死亡率,1992,10
Switzerland,女生全癌死亡率,2002,6
South Africa,女生全癌死亡率,2002,5
World,女生全癌死亡率,2002,12
OECD members,女生全癌死亡率,1997,15
High income,女生全癌死亡率,1997,15
Japan,女生全癌死亡率,1972,13
World,女生全癌死亡率,2007,11
Switzerland,女生全癌死亡率,1992,3
Israel,女生全癌死亡率,1982,13
Liberia,女生全癌死亡率,2007,11
Post-demographic dividend,女生全癌死亡率,1997,4
"Hong Kong SAR, China",女生全癌死亡率,1997,7
Portugal,女生全癌死亡率,2007,7
Malaysia,女生全癌死亡率,1997,15
Switzerland,女生全癌死亡率,1997,8
Zimbabwe,女生全癌死亡率,2002,10
Switzerland,女生全癌死亡率,2007,14
Japan,女生全癌死亡率,1977,15
OECD members,女生全癌死亡率,2002,12
United Kingdom,女生全癌死亡率,2007,15
